date,Location,MinTemp,MaxTemp,Rainfall,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,RainToday,RainTomorrow
31-07-2022,virudhu27gar,4.6,20,0,7,17,56,21,1019.2,1016.5,0,0
01-08-2022,virudhu27gar,8.5,22.2,0,13,17,24,18,1015.6,1011.8,0,0
02-08-2022,virudhu27gar,2.8,17.2,0,13,9,66,26,1024.8,1022.4,0,0
03-08-2022,virudhu27gar,4.9,20.7,0,24,24,50,24,1019.4,1012,0,0
04-08-2022,virudhu27gar,11.1,18.9,0,24,17,55,26,1015,1013.8,0,0
05-08-2022,virudhu27gar,4.8,20.8,0,9,22,34,14,1019.5,1015.3,0,0
06-08-2022,virudhu27gar,7.1,16.2,0,17,26,60,32,1017.5,1014.8,0,0
07-08-2022,virudhu27gar,0.5,13.3,0,15,17,66,34,1021.9,1018.9,0,0
08-08-2022,virudhu27gar,1.5,15.7,0,7,13,45,34,1021.5,1017.1,0,0
09-08-2022,virudhu27gar,5.3,18.1,0,15,20,37,29,1017.4,1014.6,0,0
10-08-2022,virudhu27gar,4.1,16.9,0,20,22,60,47,1018.8,1017.8,0,0
11-08-2022,virudhu27gar,8.6,19.8,0,11,11,69,41,1025.2,1023.1,0,0
12-08-2022,virudhu27gar,5.6,22.4,0,11,6,66,32,1027.1,1023.1,0,0
13-08-2022,virudhu27gar,8.2,22.9,0,15,7,52,31,1025.9,1022.2,0,0
14-08-2022,virudhu27gar,8.9,25.4,0,17,17,48,21,1023,1018.4,0,0
15-08-2022,virudhu27gar,12.7,28.9,0,19,13,32,15,1020.2,1016.2,0,0
16-08-2022,virudhu27gar,16.8,29.9,0,28,26,40,11,1017.4,1011.2,0,0
17-08-2022,virudhu27gar,11.3,24.1,0,9,15,37,21,1018.8,1016.4,0,0
18-08-2022,virudhu27gar,12.6,17.9,0,13,7,54,65,1023.3,1022.1,0,0
19-08-2022,virudhu27gar,10,27.8,0.2,15,17,58,22,1026.1,1022.8,0,0
20-08-2022,virudhu27gar,12.1,27.3,0,15,13,31,18,1029.5,1026.7,0,0
21-08-2022,virudhu27gar,11.4,28,0,19,13,36,12,1030.3,1027,0,0
22-08-2022,virudhu27gar,12,27.1,0,26,15,43,23,1030.2,1025.9,0,0
23-08-2022,virudhu27gar,13,29,0,24,9,31,15,1028.4,1024.8,0,0
24-08-2022,virudhu27gar,14.6,30,0,11,11,29,14,1027.6,1022.8,0,0
25-08-2022,virudhu27gar,14.2,31.7,0,13,24,17,11,1024.1,1020.8,0,0
26-08-2022,virudhu27gar,13.1,28.2,0,17,13,38,20,1025,1021.1,0,0
27-08-2022,virudhu27gar,14,32,0,22,22,32,9,1018.5,1012.6,0,0
28-08-2022,virudhu27gar,17.1,25,0,19,26,39,30,1010.7,1009,0,0
29-08-2022,virudhu27gar,6.7,23,0,7,15,42,20,1015.7,1013,0,0
30-08-2022,virudhu27gar,8.8,24.1,0,11,11,32,21,1017.4,1013.8,0,0
31-08-2022,virudhu27gar,10.6,28.4,0.6,22,22,39,21,1013.9,1008,0,0
01-09-2022,virudhu27gar,8.6,23.5,0,13,19,53,25,1015,1012.9,0,0
02-09-2022,virudhu27gar,10.8,23.2,0,19,9,36,77,1017.3,1014.8,0,0
03-09-2022,virudhu27gar,13,18.5,7.6,20,19,92,93,1009.2,1002.2,1,1
04-09-2022,virudhu27gar,10.9,19.3,10.8,24,15,75,66,1005.8,1005.1,1,1
05-09-2022,virudhu27gar,8.3,25.9,0.2,17,31,44,16,1007.1,1003.3,0,0
06-09-2022,virudhu27gar,6.9,19.2,0,13,19,55,30,1013.1,1009.5,0,0
07-09-2022,virudhu27gar,8,19.7,0,24,22,47,28,1014.7,1013.6,0,0
08-09-2022,virudhu27gar,7.6,22.1,0,9,11,36,25,1017.7,1013.4,0,0
09-09-2022,virudhu27gar,10.3,28.4,0,22,22,34,12,1015.3,1011.3,0,0
10-09-2022,virudhu27gar,17.7,32.2,0,22,26,10,4,1010.8,1006.7,0,0
11-09-2022,virudhu27gar,17.5,30,0,17,19,25,17,1008.3,1007.1,0,0
12-09-2022,virudhu27gar,16.7,32.5,0,19,20,20,10,1010.1,1007.2,0,0
13-09-2022,virudhu27gar,18.9,23.5,0,31,24,30,13,1014.2,1015,0,0
14-09-2022,virudhu27gar,7.8,27.1,0,20,17,25,9,1020.1,1013.7,0,0
15-09-2022,virudhu27gar,12.1,25.7,0,19,17,24,10,1017.2,1014.3,0,0
16-09-2022,virudhu27gar,9.4,26.8,0,15,11,32,19,1018.7,1014.8,0,0
17-09-2022,virudhu27gar,13.1,32.7,0,24,17,20,8,1016.2,1010.4,0,0
18-09-2022,virudhu27gar,18.4,22.4,0,31,26,37,59,1010.7,1011.5,0,0
19-09-2022,virudhu27gar,8,25.1,1.6,9,22,26,16,1017.6,1012.1,1,1
20-09-2022,virudhu27gar,9.7,19.1,0,28,24,43,22,1020.2,1019.1,0,0
21-09-2022,virudhu27gar,5.5,23.3,0,13,9,32,17,1024,1018.7,0,0
22-09-2022,virudhu27gar,9.9,28.7,0,15,13,18,8,1018.7,1013,0,0
23-09-2022,virudhu27gar,14.1,33.7,0,13,26,12,4,1012.3,1008.3,0,0
24-09-2022,virudhu27gar,11.2,25.9,0,13,19,45,19,1013.6,1011.1,0,0
25-09-2022,virudhu27gar,10.1,25.9,0,9,20,32,19,1017.3,1016.3,0,0
26-09-2022,virudhu27gar,12.2,32,0,19,20,29,9,1020.3,1015.7,0,0
27-09-2022,virudhu27gar,17.1,38.2,0,19,31,9,1,1011.9,1006.6,0,0
28-09-2022,virudhu27gar,13.4,24.6,0,20,15,49,20,1017.3,1015.7,0,0
29-09-2022,virudhu27gar,10.8,32.1,0,17,7,25,7,1015.3,1008.9,0,0
30-09-2022,virudhu27gar,18,34.2,0,13,41,11,7,1006.4,1001.7,0,0
01-10-2022,virudhu27gar,8.4,19.3,0,26,22,46,22,1021.4,1019.8,0,0
02-10-2022,virudhu27gar,6.8,24.2,0,11,11,27,14,1024.9,1021.3,0,0
03-10-2022,virudhu27gar,10.5,30.5,0,19,22,13,4,1019,1013.1,0,0
04-10-2022,virudhu27gar,14,25.2,0,22,11,8,33,1010.6,1013.8,0,0
05-10-2022,virudhu27gar,9.9,24.5,0,26,9,22,6,1024.8,1022.1,0,0
06-10-2022,virudhu27gar,11.9,30.1,0,28,20,43,17,1023.7,1018.9,0,0
07-10-2022,virudhu27gar,17.9,35.3,0,24,13,29,10,1018.5,1013.8,0,0
08-10-2022,virudhu27gar,22.6,39.1,0,24,9,23,13,1014.5,1009.9,0,0
09-10-2022,virudhu27gar,21.8,38.1,5,19,26,29,14,1011,1006.7,1,1
10-10-2022,virudhu27gar,15.8,26.4,1.4,19,20,54,31,1013,1012,1,1
11-10-2022,virudhu27gar,11.1,21.3,0,28,22,44,13,1021,1019.9,0,0
12-10-2022,virudhu27gar,6.9,23.2,0,19,19,23,13,1025.3,1022,0,0
13-10-2022,virudhu27gar,9.8,24.9,0,9,15,32,11,1024.9,1022.2,0,0
14-10-2022,virudhu27gar,11.3,27.7,0,13,13,21,7,1023.1,1019,0,0
15-10-2022,virudhu27gar,17.8,34.7,0,22,26,10,4,1015.9,1010.1,0,0
16-10-2022,virudhu27gar,15.6,24,0,28,30,53,32,1012.5,1012.8,0,0
17-10-2022,virudhu27gar,9.7,27.1,0,13,20,45,21,1018.2,1015.8,0,0
18-10-2022,virudhu27gar,14.8,29.3,0,11,13,24,12,1020.1,1017.4,0,0
19-10-2022,virudhu27gar,12.8,32.1,0,15,9,12,7,1020,1016.8,0,0
20-10-2022,virudhu27gar,15.8,34.5,0,7,9,13,3,1018.5,1014.8,0,0
21-10-2022,virudhu27gar,20,31.5,0,13,26,14,12,1015.9,1015.5,0,0
22-10-2022,virudhu27gar,11.9,24.6,0,22,15,33,10,1023.6,1020.7,0,0
23-10-2022,virudhu27gar,11.8,28.5,0,26,17,33,17,1023,1018.7,0,0
24-10-2022,virudhu27gar,16.1,33,0,30,20,34,18,1018.2,1013.6,0,0
25-10-2022,virudhu27gar,21,37.6,0,28,15,28,9,1013.2,1009,0,0
26-10-2022,virudhu27gar,24.9,38.6,0,22,20,17,35,1008.4,1005.7,0,0
27-10-2022,virudhu27gar,12.6,24.8,1,19,20,52,23,1014.2,1012.3,0,0
28-10-2022,virudhu27gar,10.7,23.5,0,15,20,33,13,1016.3,1013.3,0,0
29-10-2022,virudhu27gar,9.9,25.4,0,9,20,56,19,1014.3,1010.8,0,0
30-10-2022,virudhu27gar,10,25.2,0,13,17,63,21,1014.2,1012.4,0,0
31-10-2022,virudhu27gar,9.9,26.9,0,9,19,29,17,1016.4,1013.5,0,0
01-11-2022,virudhu27gar,12.4,27,0,11,15,26,9,1017.3,1013.9,0,0
02-11-2022,virudhu27gar,13.1,28.4,0,13,19,26,9,1015.7,1012.6,0,0
03-11-2022,virudhu27gar,14.3,27.8,0,9,20,26,13,1013.3,1010.1,0,0
04-11-2022,virudhu27gar,14.2,28.4,0,17,13,46,15,1013,1010.2,0,0
05-11-2022,virudhu27gar,14.8,28.7,0,13,20,38,11,1014,1009.9,0,0
06-11-2022,virudhu27gar,14.9,32.2,0,13,13,37,12,1011.8,1007.9,0,0
07-11-2022,virudhu27gar,17.9,36.5,0,17,22,17,6,1009.2,1005.7,0,0
08-11-2022,virudhu27gar,21.7,37.7,0,11,22,16,7,1006.7,1003.1,0,0
09-11-2022,virudhu27gar,20.7,29.9,0,11,17,30,29,1008.8,1007,0,0
10-11-2022,virudhu27gar,13.4,27.6,0.2,15,20,31,16,1007.9,1004.9,0,0
11-11-2022,virudhu27gar,13.5,27.1,0,13,20,42,20,1009.7,1006.9,0,0
12-11-2022,virudhu27gar,13.6,28.5,0,13,15,35,16,1009.2,1006.4,0,0
13-11-2022,virudhu27gar,16.8,31.3,0,20,15,38,10,1013.1,1010.6,0,0
14-11-2022,virudhu27gar,16.7,34.5,0,22,15,23,6,1014.8,1011.2,0,0
15-11-2022,virudhu27gar,21.6,39.3,0,26,17,17,10,1009.6,1004,0,0
16-11-2022,virudhu27gar,21.8,24.7,0,15,19,40,68,1008,1010.3,0,0
17-11-2022,virudhu27gar,13,30.2,0,13,13,34,9,1016.1,1013.7,0,0
18-11-2022,virudhu27gar,17.9,32.1,0,31,17,43,19,1019.6,1017,0,0
19-11-2022,virudhu27gar,19.7,34.6,0,22,22,24,11,1018.7,1014.5,0,0
20-11-2022,virudhu27gar,20.8,37.7,0,17,13,17,10,1014,1009.2,0,0
21-11-2022,virudhu27gar,23.2,38,0,11,6,14,36,1005.9,999.7,0,0
22-11-2022,virudhu27gar,13.9,20,8.2,33,35,53,34,1005.6,1007.5,1,1
23-11-2022,virudhu27gar,8.1,23.6,0,17,19,35,15,1017.4,1016.3,0,0
24-11-2022,virudhu27gar,11.7,29.8,0,13,11,23,14,1020.9,1017.1,0,0
25-11-2022,virudhu27gar,17.4,36.6,0,22,20,12,4,1015.8,1010.9,0,0
26-11-2022,virudhu27gar,23.8,40,0,22,20,11,6,1006.5,1001.1,0,0
27-11-2022,virudhu27gar,17.8,28.7,0,20,20,47,16,1010,1008.2,0,0
28-11-2022,virudhu27gar,14.1,28.2,0,11,22,28,16,1011.7,1009.1,0,0
29-11-2022,virudhu27gar,15.8,30.8,0,15,17,27,14,1012.2,1009.3,0,0
30-11-2022,virudhu27gar,16.5,33.1,0,11,11,15,10,1013.2,1010.5,0,0
01-12-2022,virudhu27gar,18.9,33.4,0,17,20,29,16,1015.2,1012.5,0,0
02-12-2022,virudhu27gar,17,33.7,0,17,20,14,4,1016.3,1013.3,0,0
03-12-2022,virudhu27gar,19.9,35.8,0,17,11,33,12,1015.4,1012.7,0,0
04-12-2022,virudhu27gar,22,36.6,0,19,17,34,15,1016.9,1014.2,0,0
05-12-2022,virudhu27gar,23.7,38.3,0,19,9,23,11,1018.4,1015.8,0,0
06-12-2022,virudhu27gar,24.7,39.1,0,19,20,18,10,1018.2,1015.5,0,0
07-12-2022,virudhu27gar,23.6,39.8,0,20,15,13,4,1016.7,1012.6,0,0
08-12-2022,virudhu27gar,23.7,41.1,0,20,22,14,5,1012.9,1009.3,0,0
09-12-2022,virudhu27gar,25.8,42.5,0,28,17,13,6,1010.3,1006.5,0,0
10-12-2022,virudhu27gar,25.6,31.6,0,20,15,43,35,1008.9,1009.5,0,0
11-12-2022,virudhu27gar,17.3,28.8,0,13,13,42,27,1016.4,1014,0,0
12-12-2022,virudhu27gar,15.5,20.6,8.4,6,9,94,87,1016.4,1012.5,1,1
13-12-2022,virudhu27gar,15.7,31.1,18.4,7,11,83,42,1013.1,1009.8,1,1
14-12-2022,virudhu27gar,15.7,35.4,0,7,20,35,10,1009.6,1006.7,0,0
15-12-2022,virudhu27gar,19.6,39.4,0,17,15,15,5,1007.8,1005.4,0,0
16-12-2022,virudhu27gar,20.7,32.8,0,28,20,18,7,1010.4,1009.2,0,0
17-12-2022,virudhu27gar,16.7,33.6,0,13,22,25,1,1012.6,1010.2,0,0
18-12-2022,virudhu27gar,17.5,35.2,0,13,19,7,4,1012.6,1010.6,0,0
19-12-2022,virudhu27gar,18.5,38.3,0,20,17,18,2,1010.9,1007.7,0,0
20-12-2022,virudhu27gar,26,44.3,0,17,20,9,2,1005.1,1002.2,0,0
21-12-2022,virudhu27gar,26.7,41,0,17,22,23,15,998.4,996.5,0,0
22-12-2022,virudhu27gar,17.6,28.9,0,22,20,35,12,1008.7,1006.9,0,0
23-12-2022,virudhu27gar,16.6,33,0,15,17,24,11,1009.6,1006.5,0,0
24-12-2022,virudhu27gar,17.9,27.6,0,19,24,33,13,1013.9,1013.2,0,0
25-12-2022,virudhu27gar,14.3,29.2,0,20,20,29,6,1017,1013.5,0,0
26-12-2022,virudhu27gar,17.6,34.4,0,28,19,46,21,1014.1,1011.3,0,0
27-12-2022,virudhu27gar,22.1,24.8,0,28,30,55,68,1016.3,1017.1,0,0
28-12-2022,virudhu27gar,17.2,32.8,3.8,19,11,57,34,1016.7,1014.2,1,1
29-12-2022,virudhu27gar,19.1,35.4,0,19,7,53,25,1018.1,1014.2,0,0
30-12-2022,virudhu27gar,22.5,38.6,0,7,13,28,14,1015.5,1012.2,0,0
31-12-2022,virudhu27gar,25.7,40.4,0,28,13,27,13,1014.5,1011.5,0,0
01-01-2023,virudhu27gar,25.7,39.6,0,22,20,24,12,1016.5,1013.8,0,0
02-01-2023,virudhu27gar,25.6,39.2,0,26,11,24,15,1018.1,1015.1,0,0
03-01-2023,virudhu27gar,25.8,40,0,17,15,20,13,1016.4,1012.6,0,0
04-01-2023,virudhu27gar,25.3,40.8,0,17,9,15,11,1012,1008.7,0,0
05-01-2023,virudhu27gar,27.6,41.9,0,13,15,21,9,1009.4,1006.2,0,0
06-01-2023,virudhu27gar,24.2,41.6,0.4,9,11,18,10,1006.2,1002.9,0,0
07-01-2023,virudhu27gar,25.2,38.2,0,17,19,15,10,1005.8,1003.7,0,0
08-01-2023,virudhu27gar,21.5,37.9,0,11,19,19,9,1007.4,1006.1,0,0
09-01-2023,virudhu27gar,20.5,34.7,0,15,7,25,13,1012.8,1011.1,0,0
10-01-2023,virudhu27gar,21.8,34,0,24,19,48,30,1014.7,1012.1,0,0
11-01-2023,virudhu27gar,22.9,29.9,0,24,22,55,37,1010.6,1008.9,0,0
12-01-2023,virudhu27gar,16.7,32.4,0.8,11,13,74,20,1013.4,1012,0,0
13-01-2023,virudhu27gar,17.2,34.6,0,22,13,45,20,1016.6,1014.7,0,0
14-01-2023,virudhu27gar,20.7,35.8,0,30,11,41,20,1018.2,1015.5,0,0
15-01-2023,virudhu27gar,22.3,36.6,0,24,13,36,21,1016.6,1013.3,0,0
16-01-2023,virudhu27gar,22.6,38.5,0,22,20,34,13,1015.1,1011.2,0,0
17-01-2023,virudhu27gar,23.1,38.3,0,28,15,32,16,1013.8,1011.1,0,0
18-01-2023,virudhu27gar,23.2,39,0,20,15,30,10,1012.1,1008.7,0,0
19-01-2023,virudhu27gar,23.6,39.8,0,20,20,33,12,1010.2,1007.5,0,0
20-01-2023,virudhu27gar,25.7,40.3,0,20,13,24,10,1010.6,1007.5,0,0
21-01-2023,virudhu27gar,24.7,39.5,0,19,9,20,17,1009.9,1007.2,0,0
22-01-2023,virudhu27gar,25.6,39.1,0,15,20,29,17,1010.4,1008.5,0,0
23-01-2023,virudhu27gar,21.2,32.3,0,28,17,49,31,1015.6,1013.4,0,0
24-01-2023,virudhu27gar,19.8,35.7,0,22,17,38,23,1014.8,1010.7,0,0
25-01-2023,virudhu27gar,22.1,38.3,0,17,11,23,14,1012.7,1010.1,0,0
26-01-2023,virudhu27gar,23.5,39.8,0,17,19,20,8,1013.8,1010.8,0,0
27-01-2023,virudhu27gar,23.6,40.3,0,24,13,26,14,1014.9,1011.8,0,0
28-01-2023,virudhu27gar,25.3,42,0,9,11,29,12,1012.9,1009.9,0,0
29-01-2023,virudhu27gar,26.2,41.4,0,17,9,21,14,1011,1009,0,0
30-01-2023,virudhu27gar,25.1,43.2,0,7,24,21,9,1010.3,1007.9,0,0
31-01-2023,virudhu27gar,25.1,41.2,0,19,20,38,12,1007.6,1004.5,0,0
01-02-2023,virudhu27gar,24.3,36.6,1.4,7,11,55,27,1004,1001.5,1,1
02-02-2023,virudhu27gar,26.6,35.4,0,9,33,40,29,996.8,996.7,0,0
03-02-2023,virudhu27gar,21.4,28.6,68,13,20,97,62,1002.6,1003,1,1
04-02-2023,virudhu27gar,15.8,30.7,2.6,13,9,57,34,1009.8,1007.7,1,1
05-02-2023,virudhu27gar,19.9,33.5,0,15,15,64,27,1008.4,1005.4,0,0
06-02-2023,virudhu27gar,23,34.1,0,20,28,73,19,1002.1,999.2,0,0
07-02-2023,virudhu27gar,14.3,25.1,0,20,22,48,21,1011.5,1011.7,0,0
08-02-2023,virudhu27gar,12.9,26,0,15,19,31,17,1017.9,1016,0,0
09-02-2023,virudhu27gar,13.2,30.7,0,17,19,39,20,1017.9,1014.7,0,0
10-02-2023,virudhu27gar,18.4,32,0,30,13,52,37,1017.2,1014.8,0,0
11-02-2023,virudhu27gar,20.3,33.2,0,19,13,48,21,1016.7,1013.5,0,0
12-02-2023,virudhu27gar,20.9,35.2,0,19,9,37,21,1013.1,1009.1,0,0
13-02-2023,virudhu27gar,24.2,35.3,0,9,17,38,24,1009.8,1008.4,0,0
14-02-2023,virudhu27gar,21.6,32.6,0.8,13,13,45,31,1014.1,1013.1,0,0
15-02-2023,virudhu27gar,19.2,21.9,1,13,22,91,92,1016.3,1016,0,0
16-02-2023,virudhu27gar,17.5,23.9,28.8,9,11,97,74,1014.5,1013.3,1,1
17-02-2023,virudhu27gar,18.2,26.4,4.6,13,15,87,63,1015.6,1015.2,1,1
18-02-2023,virudhu27gar,18.8,24.9,0,20,15,73,80,1019.1,1018.7,0,0
19-02-2023,virudhu27gar,20.6,24.8,0.8,17,9,76,93,1021.2,1020.6,0,0
20-02-2023,virudhu27gar,19.2,29.6,10,9,15,80,44,1017.2,1014.8,1,1
21-02-2023,virudhu27gar,19.8,31.6,0,9,7,66,41,1015.9,1013.8,0,0
22-02-2023,virudhu27gar,16.5,31.1,0,11,11,72,41,1018.2,1016.8,0,0
23-02-2023,virudhu27gar,17.3,31.4,0,9,20,69,22,1018.3,1016,0,0
24-02-2023,virudhu27gar,19.5,31.5,0,20,13,58,32,1018.7,1015.7,0,0
25-02-2023,virudhu27gar,19.9,31.5,0,19,15,55,26,1019.5,1017.9,0,0
26-02-2023,virudhu27gar,20.2,31.8,0,22,20,51,26,1019.8,1016.9,0,0
27-02-2023,virudhu27gar,18.9,32.2,0,11,9,49,32,1017.5,1014.9,0,0
28-02-2023,virudhu27gar,18.5,32.2,0,11,13,42,32,1016.6,1013.6,0,0
01-03-2023,virudhu27gar,16.6,32.1,0,7,19,46,28,1014.6,1012,0,0
02-03-2023,virudhu27gar,19.6,29,0,17,20,58,39,1010.8,1008.1,0,0
03-03-2023,virudhu27gar,18.4,25.7,0,19,20,53,32,1010,1008.9,0,0
04-03-2023,virudhu27gar,12.6,26.6,0,9,11,53,23,1018,1016.3,0,0
05-03-2023,virudhu27gar,16.2,30.6,0,11,13,35,23,1020.7,1019.1,0,0
06-03-2023,virudhu27gar,17.8,32.3,0,13,15,38,23,1021.8,1019.8,0,0
07-03-2023,virudhu27gar,19.4,32.1,0,24,17,60,35,1021.7,1018.2,0,0
08-03-2023,virudhu27gar,18.2,31,0,17,15,60,31,1018.9,1015.6,0,0
09-03-2023,virudhu27gar,18.2,32,0,11,13,60,31,1017.1,1014.9,0,0
10-03-2023,virudhu27gar,16.2,30,0,11,11,44,28,1016,1013,0,0
11-03-2023,virudhu27gar,27,22.8,5.4,27,22,27,58,27,27,1,1
12-03-2023,virudhu27gar,11,27.8,0,27,27,74,37,27,27,0,0
13-03-2023,virudhu27gar,14.9,24.5,0,9,17,80,94,27,1016.9,0,0
14-03-2023,virudhu27gar,17.6,26.9,4.2,11,6,93,58,1017.2,1014,1,1
15-03-2023,virudhu27gar,18.1,26.8,0,13,20,88,64,1014.4,1012.6,0,0
16-03-2023,virudhu27gar,15.1,27.6,1.8,0,11,82,44,1016.5,1014.8,1,1
17-03-2023,virudhu27gar,17,29.8,0,13,11,80,35,1018.3,1016.7,0,0
18-03-2023,virudhu27gar,16.4,31,0,9,19,69,22,1019,1016.3,0,0
19-03-2023,virudhu27gar,17.7,31.2,0,15,4,56,33,1017.8,1014.4,0,0
20-03-2023,virudhu27gar,19,33.7,0,13,6,63,36,1014.7,1011.8,0,0
21-03-2023,virudhu27gar,21.1,31.9,0,11,17,61,42,1015.4,1013.1,0,0
22-03-2023,virudhu27gar,17.9,21.4,0,17,9,88,79,1017.6,1015.9,0,0
23-03-2023,virudhu27gar,16.4,25.3,11.2,11,13,98,56,1019.3,1017.8,1,1
24-03-2023,virudhu27gar,13.1,26.3,0,13,13,71,38,1020.8,1017.7,0,0
25-03-2023,virudhu27gar,15.6,27,0,24,19,60,39,1020.9,1017.4,0,0
26-03-2023,virudhu27gar,15.4,28.3,0,26,17,55,34,1020.1,1015.8,0,0
27-03-2023,virudhu27gar,17.5,29.4,0,20,9,44,32,1017.6,1013.7,0,0
28-03-2023,virudhu27gar,20.6,26.5,0,19,19,50,94,1012.3,1009.2,0,0
29-03-2023,virudhu27gar,15.6,19.9,10,9,19,97,78,1009.4,1009,1,1
30-03-2023,virudhu27gar,15,23.9,0.2,17,13,76,54,1013.8,1012,0,0
31-03-2023,virudhu27gar,13.6,25.6,0.2,17,15,63,35,1016.5,1013.7,0,0
01-04-2023,virudhu27gar,13.5,25,0,19,15,66,30,1017.6,1015.2,0,0
02-04-2023,virudhu27gar,12.9,23.6,0,19,13,67,36,1019,1016.5,0,0
03-04-2023,virudhu27gar,12.4,24.2,0,15,9,54,32,1019.6,1017,0,0
04-04-2023,virudhu27gar,10.7,25.1,0,6,17,50,26,1021,1018,0,0
05-04-2023,virudhu27gar,10.6,26.2,0,0,15,46,26,1019.1,1015.5,0,0
06-04-2023,virudhu27gar,11.5,21.1,0,13,15,48,23,1019.8,1016.4,0,0
07-04-2023,virudhu27gar,7.9,21.3,0,6,13,39,26,1019.9,1017,0,0
08-04-2023,virudhu27gar,9.1,23.8,0,11,9,39,25,1021.5,1017.6,0,0
09-04-2023,virudhu27gar,10.9,26.2,0,15,9,39,22,1019.3,1015.9,0,0
10-04-2023,virudhu27gar,13.1,29.1,0,17,9,32,19,1017.3,1013.8,0,0
11-04-2023,virudhu27gar,14.2,28.7,0,7,15,33,18,1014.9,1012.3,0,0
12-04-2023,virudhu27gar,12.9,30.5,0,9,17,42,14,1016.9,1012.7,0,0
13-04-2023,virudhu27gar,17.4,24.2,0,13,17,33,84,1015.5,1015.6,0,0
14-04-2023,virudhu27gar,12.5,25.3,4.8,9,13,84,38,1020.5,1017.2,1,1
15-04-2023,virudhu27gar,13.2,27,0,17,15,69,39,1021.9,1017.5,0,0
16-04-2023,virudhu27gar,15.8,26.7,0,24,20,59,40,1015.8,1011.7,0,0
17-04-2023,virudhu27gar,13.3,20,3.4,19,19,79,38,1017.4,1015.2,1,1
18-04-2023,virudhu27gar,4.7,19.2,0,7,13,66,37,1017.8,1014.1,0,0
19-04-2023,virudhu27gar,8,18.5,0,15,17,55,39,1010.7,1003.9,0,0
20-04-2023,virudhu27gar,7.2,12,10,26,24,79,64,1005.1,1004.1,1,1
21-04-2023,virudhu27gar,7.6,13.9,3.8,20,24,86,51,1013.7,1014.3,1,1
22-04-2023,virudhu27gar,4,15.8,0,9,15,58,43,1023,1021.2,0,0
23-04-2023,virudhu27gar,9.5,18.4,0,2,15,67,43,1024.7,1021.5,0,0
24-04-2023,virudhu27gar,6.3,17.9,0,7,9,74,38,1024,1021,0,0
25-04-2023,virudhu27gar,8.7,21.2,0,20,15,63,39,1023.6,1020.3,0,0
26-04-2023,virudhu27gar,11,21.5,0,19,19,64,48,1023.2,1020,0,0
27-04-2023,virudhu27gar,13.3,19.9,0,17,15,51,59,1021,1019.3,0,0
28-04-2023,virudhu27gar,8.5,19.7,0.6,13,15,88,41,1025,1023.8,0,0
29-04-2023,virudhu27gar,8.7,21.8,0,17,15,71,36,1028.3,1025.2,0,0
30-04-2023,virudhu27gar,11,23.3,0,19,9,66,46,1027.5,1024.1,0,0
01-05-2023,virudhu27gar,12.2,24.6,0,20,15,56,29,1026.6,1023.3,0,0
02-05-2023,virudhu27gar,10.5,24.2,0,17,7,48,24,1026.8,1023.9,0,0
03-05-2023,virudhu27gar,12.7,25.6,0,11,13,58,25,1028.1,1025.5,0,0
04-05-2023,virudhu27gar,15.7,24.6,0,19,13,44,27,1028.9,1025.8,0,0
05-05-2023,virudhu27gar,15.6,25.4,0,17,17,48,30,1027,1023.7,0,0
06-05-2023,virudhu27gar,13,25.3,0,20,6,50,31,1025.6,1022.7,0,0
07-05-2023,virudhu27gar,14.4,24.1,0,11,4,53,32,1024.4,1021.6,0,0
08-05-2023,virudhu27gar,12.7,25.9,0,0,6,54,31,1025,1021.9,0,0
09-05-2023,virudhu27gar,12.4,25.8,0,15,6,50,30,1023.6,1018.9,0,0
10-05-2023,virudhu27gar,14,26.8,0,13,15,48,23,1019.1,1014.9,0,0
11-05-2023,virudhu27gar,13,27.6,0,9,13,39,24,1017.7,1014.9,0,0
12-05-2023,virudhu27gar,14.1,27,0,6,13,47,29,1019.9,1018.3,0,0
13-05-2023,virudhu27gar,13.9,28.6,0,20,24,46,25,1021.7,1017.7,0,0
14-05-2023,virudhu27gar,18.6,25.8,0,20,11,38,84,1014,1010,0,0
15-05-2023,virudhu27gar,10.4,20.6,1.4,7,20,65,43,1017.8,1017.1,1,1
16-05-2023,virudhu27gar,8.1,20.6,0,9,9,69,37,1024,1021.4,0,0
17-05-2023,virudhu27gar,7.2,20.2,0,17,6,73,36,1023.8,1020.6,0,0
18-05-2023,virudhu27gar,10.3,22.6,0.6,19,15,83,54,1019.6,1014.9,0,0
19-05-2023,virudhu27gar,11.7,14.9,33.2,9,11,94,90,1018.2,1016.8,1,1
20-05-2023,virudhu27gar,9.7,15.9,0.4,7,11,96,62,1019.8,1018.7,0,0
21-05-2023,virudhu27gar,6.1,15.9,0,6,9,90,54,1021.9,1021.2,0,0
22-05-2023,virudhu27gar,10.7,16.2,0,6,13,73,49,1026.2,1024.9,0,0
23-05-2023,virudhu27gar,7.3,17.6,0.2,13,17,86,46,1027.4,1024.7,0,0
24-05-2023,virudhu27gar,7.2,16.9,0,15,17,99,57,1027.5,1024.9,0,0
25-05-2023,virudhu27gar,8.5,17.7,0,9,17,91,44,1028.8,1026.6,0,0
26-05-2023,virudhu27gar,5.8,16.6,0,11,19,97,45,1027.8,1025.9,0,0
